31|17
1|0,1|0,1|0,1|0,1|0,1|0,1|0,1|0,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6
0|9,0|9,0|9,0|9,0|9,0|9,0|9,0|9,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6
2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6
2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6
2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6
2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6
2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6
2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6
2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6
2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6
2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6
2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6
2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6
2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6
2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6
2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6
2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6
2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6,2|6